precio_noche,estrellas,puntuacion,noches,features,scaledFeatures,prediction
56023.0,3.0,7.8,1.0,"[56023.0,3.0,7.8,1.0]","[0.3053730544041793,1.6032363542367636,2.94533244111608,4.678687769727618]",1
65027.0,4.0,8.0,1.0,"[65027.0,4.0,8.0,1.0]","[0.3544525214419179,2.1376484723156848,3.020853785760082,4.678687769727618]",1
134625.0,4.0,8.1,1.0,"[134625.0,4.0,8.1,1.0]","[0.7338208851572147,2.1376484723156848,3.058614458082083,4.678687769727618]",1
80597.0,4.0,8.4,1.0,"[80597.0,4.0,8.4,1.0]","[0.4393222795247244,2.1376484723156848,3.1718964750480865,4.678687769727618]",1
56546.0,3.0,6.8,1.0,"[56546.0,3.0,6.8,1.0]","[0.3082238497463314,1.6032363542367636,2.5677257178960695,4.678687769727618]",1
121133.0,4.0,8.0,1.0,"[121133.0,4.0,8.0,1.0]","[0.6602779965218115,2.1376484723156848,3.020853785760082,4.678687769727618]",1
66988.0,4.0,8.1,1.0,"[66988.0,4.0,8.1,1.0]","[0.3651416412621095,2.1376484723156848,3.058614458082083,4.678687769727618]",1
68745.0,4.0,8.4,1.0,"[68745.0,4.0,8.4,1.0]","[0.3747187873733164,2.1376484723156848,3.1718964750480865,4.678687769727618]",1
332500.0,0.0,8.6,1.0,"[332500.0,0.0,8.6,1.0]","[1.8124081286148477,0.0,3.247417819692088,4.678687769727618]",0
54458.0,3.0,7.8,1.0,"[54458.0,3.0,7.8,1.0]","[0.2968424717837816,1.6032363542367636,2.94533244111608,4.678687769727618]",1
71336.0,4.0,7.8,1.0,"[71336.0,4.0,7.8,1.0]","[0.3888419436477256,2.1376484723156848,2.94533244111608,4.678687769727618]",1
61975.0,4.0,8.5,1.0,"[61975.0,4.0,8.5,1.0]","[0.3378165226192637,2.1376484723156848,3.2096571473700872,4.678687769727618]",1
88234.0,4.0,8.1,1.0,"[88234.0,4.0,8.1,1.0]","[0.4809504325419623,2.1376484723156848,3.058614458082083,4.678687769727618]",1
89458.0,4.0,8.1,1.0,"[89458.0,4.0,8.1,1.0]","[0.4876222747958708,2.1376484723156848,3.058614458082083,4.678687769727618]",1
58784.0,3.0,7.3,1.0,"[58784.0,3.0,7.3,1.0]","[0.3204228554360758,1.6032363542367636,2.756529079506075,4.678687769727618]",1
78210.0,4.0,8.6,1.0,"[78210.0,4.0,8.6,1.0]","[0.4263110969593,2.1376484723156848,3.247417819692088,4.678687769727618]",1
95518.0,4.0,8.6,1.0,"[95518.0,4.0,8.6,1.0]","[0.5206544349745353,2.1376484723156848,3.247417819692088,4.678687769727618]",1
332500.0,0.0,9.3,1.0,"[332500.0,0.0,9.3,1.0]","[1.8124081286148477,0.0,3.511742525946096,4.678687769727618]",0
104399.0,4.0,8.9,1.0,"[104399.0,4.0,8.9,1.0]","[0.5690634472759744,2.1376484723156848,3.3606998366580916,4.678687769727618]",1
44034.0,3.0,7.1,1.0,"[44034.0,3.0,7.1,1.0]","[0.24002279559526676,1.6032363542367636,2.6810077348620727,4.678687769727618]",1
138900.0,4.0,8.0,1.0,"[138900.0,4.0,8.0,1.0]","[0.7571232753822627,2.1376484723156848,3.020853785760082,4.678687769727618]",1
85501.0,4.0,8.8,1.0,"[85501.0,4.0,8.8,1.0]","[0.46605325535247544,2.1376484723156848,3.322939164336091,4.678687769727618]",1
52723.0,3.0,7.7,1.0,"[52723.0,3.0,7.7,1.0]","[0.2873852444058966,1.6032363542367636,2.907571768794079,4.678687769727618]",1
69699.0,3.0,7.6,1.0,"[69699.0,3.0,7.6,1.0]","[0.37991889971827447,1.6032363542367636,2.8698110964720778,4.678687769727618]",1
57396.0,3.0,6.9,1.0,"[57396.0,3.0,6.9,1.0]","[0.3128570735337678,1.6032363542367636,2.605486390218071,4.678687769727618]",1
54566.0,3.0,6.9,1.0,"[54566.0,3.0,6.9,1.0]","[0.2974311637473617,1.6032363542367636,2.605486390218071,4.678687769727618]",1
237500.0,0.0,8.1,1.0,"[237500.0,0.0,8.1,1.0]","[1.2945772347248912,0.0,3.058614458082083,4.678687769727618]",0
87831.0,4.0,8.3,1.0,"[87831.0,4.0,8.3,1.0]","[0.47875373938156596,2.1376484723156848,3.1341358027260853,4.678687769727618]",1
136735.0,4.0,8.5,1.0,"[136735.0,4.0,8.5,1.0]","[0.7453221818530863,2.1376484723156848,3.2096571473700872,4.678687769727618]",1
42255.0,3.0,7.4,1.0,"[42255.0,3.0,7.4,1.0]","[0.230325730750738,1.6032363542367636,2.7942897518280763,4.678687769727618]",1
243200.0,0.0,0.0,1.0,"[243200.0,0.0,0.0,1.0]","[1.3256470883582885,0.0,0.0,4.678687769727618]",0
332500.0,0.0,9.0,1.0,"[332500.0,0.0,9.0,1.0]","[1.8124081286148477,0.0,3.3984605089800923,4.678687769727618]",0
96737.0,4.0,8.6,1.0,"[96737.0,4.0,8.6,1.0]","[0.5272990229708707,2.1376484723156848,3.247417819692088,4.678687769727618]",1
133758.0,5.0,8.6,1.0,"[133758.0,5.0,8.6,1.0]","[0.7290949968940295,2.672060590394606,3.247417819692088,4.678687769727618]",1
380000.0,0.0,8.7,1.0,"[380000.0,0.0,8.7,1.0]","[2.071323575559826,0.0,3.285178492014089,4.678687769727618]",0
95450.0,4.0,8.0,1.0,"[95450.0,4.0,8.0,1.0]","[0.5202837770715405,2.1376484723156848,3.020853785760082,4.678687769727618]",1
71049.0,4.0,8.4,1.0,"[71049.0,4.0,8.4,1.0]","[0.3872775492630265,2.1376484723156848,3.1718964750480865,4.678687769727618]",1
60453.0,3.0,7.4,1.0,"[60453.0,3.0,7.4,1.0]","[0.32952032661399516,1.6032363542367636,2.7942897518280763,4.678687769727618]",1
48195.0,3.0,7.7,1.0,"[48195.0,3.0,7.7,1.0]","[0.2627037887476469,1.6032363542367636,2.907571768794079,4.678687769727618]",1
116581.0,4.0,8.4,1.0,"[116581.0,4.0,8.4,1.0]","[0.6354657204272107,2.1376484723156848,3.1718964750480865,4.678687769727618]",1
142500.0,0.0,8.9,1.0,"[142500.0,0.0,8.9,1.0]","[0.7767463408349347,0.0,3.3606998366580916,4.678687769727618]",0
72205.0,4.0,8.3,1.0,"[72205.0,4.0,8.3,1.0]","[0.3935787336139401,2.1376484723156848,3.1341358027260853,4.678687769727618]",1
131999.0,5.0,8.9,1.0,"[131999.0,5.0,8.9,1.0]","[0.7195069490797933,2.672060590394606,3.3606998366580916,4.678687769727618]",1
149091.0,5.0,9.1,1.0,"[149091.0,5.0,9.1,1.0]","[0.8126729031678684,2.672060590394606,3.436221181302093,4.678687769727618]",1
237500.0,0.0,8.8,1.0,"[237500.0,0.0,8.8,1.0]","[1.2945772347248912,0.0,3.322939164336091,4.678687769727618]",0
62348.0,3.0,7.1,1.0,"[62348.0,3.0,7.1,1.0]","[0.3398496902342211,1.6032363542367636,2.6810077348620727,4.678687769727618]",1
69481.0,3.0,7.2,1.0,"[69481.0,3.0,7.2,1.0]","[0.3787306140880849,1.6032363542367636,2.718768407184074,4.678687769727618]",1
130631.0,5.0,8.8,1.0,"[130631.0,5.0,8.8,1.0]","[0.7120501842077779,2.672060590394606,3.322939164336091,4.678687769727618]",1
65370.0,4.0,8.8,1.0,"[65370.0,4.0,8.8,1.0]","[0.35632216351143636,2.1376484723156848,3.322939164336091,4.678687769727618]",1
67727.0,3.0,7.1,1.0,"[67727.0,3.0,7.1,1.0]","[0.3691698205314219,1.6032363542367636,2.6810077348620727,4.678687769727618]",1
82193.0,4.0,8.5,1.0,"[82193.0,4.0,8.5,1.0]","[0.4480218385420757,2.1376484723156848,3.2096571473700872,4.678687769727618]",1
59870.0,3.0,7.0,1.0,"[59870.0,3.0,7.0,1.0]","[0.3263424801809652,1.6032363542367636,2.643247062540072,4.678687769727618]",1
72690.0,4.0,8.8,1.0,"[72690.0,4.0,8.8,1.0]","[0.39622239659853614,2.1376484723156848,3.322939164336091,4.678687769727618]",1
57564.0,3.0,7.4,1.0,"[57564.0,3.0,7.4,1.0]","[0.3137728165882258,1.6032363542367636,2.7942897518280763,4.678687769727618]",1
86565.0,4.0,8.5,1.0,"[86565.0,4.0,8.5,1.0]","[0.471852961364043,2.1376484723156848,3.2096571473700872,4.678687769727618]",1
70282.0,4.0,8.2,1.0,"[70282.0,4.0,8.2,1.0]","[0.3830967461513044,2.1376484723156848,3.096375130404084,4.678687769727618]",1
106477.0,5.0,9.1,1.0,"[106477.0,5.0,9.1,1.0]","[0.5803903167233778,2.672060590394606,3.436221181302093,4.678687769727618]",1
44166.0,3.0,7.7,1.0,"[44166.0,3.0,7.7,1.0]","[0.24074230799519808,1.6032363542367636,2.907571768794079,4.678687769727618]",1
85727.0,4.0,8.1,1.0,"[85727.0,4.0,8.1,1.0]","[0.4672851477947821,2.1376484723156848,3.058614458082083,4.678687769727618]",1
41061.0,3.0,7.4,1.0,"[41061.0,3.0,7.4,1.0]","[0.22381741404226846,1.6032363542367636,2.7942897518280763,4.678687769727618]",1
356250.0,0.0,0.0,1.0,"[356250.0,0.0,0.0,1.0]","[1.9418658520873369,0.0,0.0,4.678687769727618]",0
169551.0,5.0,9.2,1.0,"[169551.0,5.0,9.2,1.0]","[0.9241973251572212,2.672060590394606,3.4739818536240943,4.678687769727618]",1
49602.0,3.0,6.9,1.0,"[49602.0,3.0,6.9,1.0]","[0.2703731368287329,1.6032363542367636,2.605486390218071,4.678687769727618]",1
67587.0,4.0,8.3,1.0,"[67587.0,4.0,8.3,1.0]","[0.36840670131937353,2.1376484723156848,3.1341358027260853,4.678687769727618]",1
65443.0,3.0,7.3,1.0,"[65443.0,3.0,7.3,1.0]","[0.3567200756720044,1.6032363542367636,2.756529079506075,4.678687769727618]",1
47773.0,3.0,7.9,1.0,"[47773.0,3.0,7.9,1.0]","[0.26040352940847256,1.6032363542367636,2.9830931134380814,4.678687769727618]",1
43110.0,3.0,7.4,1.0,"[43110.0,3.0,7.4,1.0]","[0.2349862087957476,1.6032363542367636,2.7942897518280763,4.678687769727618]",1
35839.0,3.0,7.3,1.0,"[35839.0,3.0,7.3,1.0]","[0.19535306743286474,1.6032363542367636,2.756529079506075,4.678687769727618]",1
99662.0,5.0,9.4,1.0,"[99662.0,5.0,9.4,1.0]","[0.5432427636511667,2.672060590394606,3.5495031982680967,4.678687769727618]",1
61260.0,3.0,7.7,1.0,"[61260.0,3.0,7.7,1.0]","[0.33391916378630243,1.6032363542367636,2.907571768794079,4.678687769727618]",1
332500.0,0.0,8.6,1.0,"[332500.0,0.0,8.6,1.0]","[1.8124081286148477,0.0,3.247417819692088,4.678687769727618]",0
55529.0,3.0,7.0,1.0,"[55529.0,3.0,7.0,1.0]","[0.3026803337559515,1.6032363542367636,2.643247062540072,4.678687769727618]",1
160111.0,5.0,8.6,1.0,"[160111.0,5.0,8.6,1.0]","[0.8727412868591033,2.672060590394606,3.247417819692088,4.678687769727618]",1
47289.0,3.0,6.9,1.0,"[47289.0,3.0,6.9,1.0]","[0.2577653172753911,1.6032363542367636,2.605486390218071,4.678687769727618]",1
40545.0,3.0,7.9,1.0,"[40545.0,3.0,7.9,1.0]","[0.2210047746607188,1.6032363542367636,2.9830931134380814,4.678687769727618]",1
100896.0,5.0,9.3,1.0,"[100896.0,5.0,9.3,1.0]","[0.5499691144202216,2.672060590394606,3.511742525946096,4.678687769727618]",1
61459.0,4.0,8.2,1.0,"[61459.0,4.0,8.2,1.0]","[0.3350038832377141,2.1376484723156848,3.096375130404084,4.678687769727618]",1
109230.0,4.0,8.8,1.0,"[109230.0,4.0,8.8,1.0]","[0.5953965109431573,2.1376484723156848,3.322939164336091,4.678687769727618]",1
60870.0,4.0,8.9,1.0,"[60870.0,4.0,8.9,1.0]","[0.3317933316955963,2.1376484723156848,3.3606998366580916,4.678687769727618]",1
72423.0,4.0,8.5,1.0,"[72423.0,4.0,8.5,1.0]","[0.39476701924412966,2.1376484723156848,3.2096571473700872,4.678687769727618]",1
65020.0,3.0,7.7,1.0,"[65020.0,3.0,7.7,1.0]","[0.3544143654813155,1.6032363542367636,2.907571768794079,4.678687769727618]",1
68100.0,4.0,8.3,1.0,"[68100.0,4.0,8.3,1.0]","[0.3712029881463793,2.1376484723156848,3.1341358027260853,4.678687769727618]",1
60200.0,4.0,8.9,1.0,"[60200.0,4.0,8.9,1.0]","[0.32814126118079345,2.1376484723156848,3.3606998366580916,4.678687769727618]",1
77861.0,4.0,8.7,1.0,"[77861.0,4.0,8.7,1.0]","[0.4244087497806937,2.1376484723156848,3.285178492014089,4.678687769727618]",1
47837.0,3.0,7.2,1.0,"[47837.0,3.0,7.2,1.0]","[0.26075238390540895,1.6032363542367636,2.718768407184074,4.678687769727618]",1
94459.0,4.0,7.8,1.0,"[94459.0,4.0,7.8,1.0]","[0.514881983220541,2.1376484723156848,2.94533244111608,4.678687769727618]",1
315360.0,5.0,4.8,1.0,"[315360.0,5.0,4.8,1.0]","[1.7189805336540702,2.672060590394606,1.812512271456049,4.678687769727618]",1
30200.0,0.0,4.5,1.0,"[30200.0,0.0,4.5,1.0]","[0.16461571574185985,0.0,1.6992302544900462,4.678687769727618]",0
37600.0,0.0,4.5,1.0,"[37600.0,0.0,4.5,1.0]","[0.20495201695013013,0.0,1.6992302544900462,4.678687769727618]",0
52500.0,0.0,4.5,1.0,"[52500.0,0.0,4.5,1.0]","[0.28616970451813384,0.0,1.6992302544900462,4.678687769727618]",0
60500.0,0.0,4.5,1.0,"[60500.0,0.0,4.5,1.0]","[0.3297765166351828,0.0,1.6992302544900462,4.678687769727618]",0
65800.0,0.0,4.5,1.0,"[65800.0,0.0,4.5,1.0]","[0.35866602966272776,0.0,1.6992302544900462,4.678687769727618]",0
34315.0,0.0,9.1,1.0,"[34315.0,0.0,9.1,1.0]","[0.1870459697245669,0.0,3.436221181302093,4.678687769727618]",0
427500.0,0.0,0.0,1.0,"[427500.0,0.0,0.0,1.0]","[2.330239022504804,0.0,0.0,4.678687769727618]",0
32700.0,0.0,4.5,1.0,"[32700.0,0.0,4.5,1.0]","[0.17824284452843764,0.0,1.6992302544900462,4.678687769727618]",0
26200.0,0.0,4.5,1.0,"[26200.0,0.0,4.5,1.0]","[0.14281230968333536,0.0,1.6992302544900462,4.678687769727618]",0
42000.0,0.0,4.5,1.0,"[42000.0,0.0,4.5,1.0]","[0.22893576361450707,0.0,1.6992302544900462,4.678687769727618]",0
50200.0,0.0,4.5,1.0,"[50200.0,0.0,4.5,1.0]","[0.27363274603448223,0.0,1.6992302544900462,4.678687769727618]",0
47000.0,0.0,4.5,1.0,"[47000.0,0.0,4.5,1.0]","[0.25619002118766265,0.0,1.6992302544900462,4.678687769727618]",0
47500.0,0.0,4.5,1.0,"[47500.0,0.0,4.5,1.0]","[0.25891544694497826,0.0,1.6992302544900462,4.678687769727618]",0
47800.0,0.0,4.5,1.0,"[47800.0,0.0,4.5,1.0]","[0.26055070239936756,0.0,1.6992302544900462,4.678687769727618]",0
31100.0,0.0,4.5,1.0,"[31100.0,0.0,4.5,1.0]","[0.16952148210502785,0.0,1.6992302544900462,4.678687769727618]",0
38700.0,0.0,4.5,1.0,"[38700.0,0.0,4.5,1.0]","[0.21094795361622437,0.0,1.6992302544900462,4.678687769727618]",0
171696.0,5.0,4.89,1.0,"[171696.0,5.0,4.89,1.0]","[0.9358894016561049,2.672060590394606,1.84649687654585,4.678687769727618]",1
280000.0,5.0,4.84,1.0,"[280000.0,5.0,4.84,1.0]","[1.5262384240967137,2.672060590394606,1.8276165403848497,4.678687769727618]",1
26864.0,0.0,0.0,1.0,"[26864.0,0.0,0.0,1.0]","[0.14643167508905042,0.0,0.0,4.678687769727618]",0
45133.0,0.0,8.2,1.0,"[45133.0,0.0,8.2,1.0]","[0.24601328140984638,0.0,3.096375130404084,4.678687769727618]",0
344487.0,4.0,4.69,1.0,"[344487.0,4.0,4.69,1.0]","[1.8777474857207308,2.1376484723156848,1.7709755319018483,4.678687769727618]",1
62200.0,0.0,4.5,1.0,"[62200.0,0.0,4.5,1.0]","[0.3390429642100557,0.0,1.6992302544900462,4.678687769727618]",0
34300.0,0.0,4.5,1.0,"[34300.0,0.0,4.5,1.0]","[0.18696420695184743,0.0,1.6992302544900462,4.678687769727618]",0
41000.0,0.0,4.5,1.0,"[41000.0,0.0,4.5,1.0]","[0.22348491209987595,0.0,1.6992302544900462,4.678687769727618]",0
77200.0,0.0,4.5,1.0,"[77200.0,0.0,4.5,1.0]","[0.4208057369295225,0.0,1.6992302544900462,4.678687769727618]",0
117489.0,5.0,5.0,1.0,"[117489.0,5.0,5.0,1.0]","[0.6404150936024957,2.672060590394606,1.8880336161000513,4.678687769727618]",1
25400.0,0.0,4.5,1.0,"[25400.0,0.0,4.5,1.0]","[0.13845162847163048,0.0,1.6992302544900462,4.678687769727618]",0
25600.0,0.0,4.5,1.0,"[25600.0,0.0,4.5,1.0]","[0.1395417987745567,0.0,1.6992302544900462,4.678687769727618]",0
44900.0,0.0,4.5,1.0,"[44900.0,0.0,4.5,1.0]","[0.24474323300693732,0.0,1.6992302544900462,4.678687769727618]",0
52400.0,0.0,4.5,1.0,"[52400.0,0.0,4.5,1.0]","[0.2856246193666707,0.0,1.6992302544900462,4.678687769727618]",0
62100.0,0.0,4.5,1.0,"[62100.0,0.0,4.5,1.0]","[0.3384978790585926,0.0,1.6992302544900462,4.678687769727618]",0
67700.0,0.0,4.5,1.0,"[67700.0,0.0,4.5,1.0]","[0.3690226475405269,0.0,1.6992302544900462,4.678687769727618]",0
85591.0,3.0,8.7,1.0,"[85591.0,3.0,8.7,1.0]","[0.46654383198879223,1.6032363542367636,3.285178492014089,4.678687769727618]",1
122516.0,0.0,0.0,1.0,"[122516.0,0.0,0.0,1.0]","[0.6678165241665464,0.0,0.0,4.678687769727618]",0
32900.0,0.0,4.5,1.0,"[32900.0,0.0,4.5,1.0]","[0.17933301483136388,0.0,1.6992302544900462,4.678687769727618]",0
250.0,0.0,0.0,1.0,"[250.0,0.0,0.0,1.0]","[0.00136271287865778,0.0,0.0,4.678687769727618]",0
36000.0,0.0,4.5,1.0,"[36000.0,0.0,4.5,1.0]","[0.19623065452672034,0.0,1.6992302544900462,4.678687769727618]",0
66600.0,0.0,4.5,1.0,"[66600.0,0.0,4.5,1.0]","[0.3630267108744326,0.0,1.6992302544900462,4.678687769727618]",0
70600.0,0.0,4.5,1.0,"[70600.0,0.0,4.5,1.0]","[0.3848301169329571,0.0,1.6992302544900462,4.678687769727618]",0
58748.0,3.0,7.9,1.0,"[58748.0,3.0,7.9,1.0]","[0.32022662478154906,1.6032363542367636,2.9830931134380814,4.678687769727618]",1
90454.0,4.0,8.5,1.0,"[90454.0,4.0,8.5,1.0]","[0.49305132290444337,2.1376484723156848,3.2096571473700872,4.678687769727618]",1
50100.0,0.0,4.5,1.0,"[50100.0,0.0,4.5,1.0]","[0.27308766088301917,0.0,1.6992302544900462,4.678687769727618]",0
68300.0,0.0,4.5,1.0,"[68300.0,0.0,4.5,1.0]","[0.37229315844930555,0.0,1.6992302544900462,4.678687769727618]",0
28800.0,0.0,4.5,1.0,"[28800.0,0.0,4.5,1.0]","[0.15698452362137627,0.0,1.6992302544900462,4.678687769727618]",0
35400.0,0.0,4.5,1.0,"[35400.0,0.0,4.5,1.0]","[0.19296014361794167,0.0,1.6992302544900462,4.678687769727618]",0
55200.0,0.0,4.5,1.0,"[55200.0,0.0,4.5,1.0]","[0.30088700360763787,0.0,1.6992302544900462,4.678687769727618]",0
55600.0,0.0,4.5,1.0,"[55600.0,0.0,4.5,1.0]","[0.3030673442134903,0.0,1.6992302544900462,4.678687769727618]",0
68800.0,0.0,4.5,1.0,"[68800.0,0.0,4.5,1.0]","[0.3750185842066211,0.0,1.6992302544900462,4.678687769727618]",0
30600.0,0.0,4.5,1.0,"[30600.0,0.0,4.5,1.0]","[0.1667960563477123,0.0,1.6992302544900462,4.678687769727618]",0
35300.0,0.0,4.5,1.0,"[35300.0,0.0,4.5,1.0]","[0.19241505846647855,0.0,1.6992302544900462,4.678687769727618]",0
36400.0,0.0,4.5,1.0,"[36400.0,0.0,4.5,1.0]","[0.1984109951325728,0.0,1.6992302544900462,4.678687769727618]",0
68400.0,0.0,4.5,1.0,"[68400.0,0.0,4.5,1.0]","[0.37283824360076867,0.0,1.6992302544900462,4.678687769727618]",0
39100.0,0.0,4.5,1.0,"[39100.0,0.0,4.5,1.0]","[0.21312829422207683,0.0,1.6992302544900462,4.678687769727618]",0
47700.0,0.0,4.5,1.0,"[47700.0,0.0,4.5,1.0]","[0.26000561724790444,0.0,1.6992302544900462,4.678687769727618]",0
48800.0,0.0,4.5,1.0,"[48800.0,0.0,4.5,1.0]","[0.2660015539139987,0.0,1.6992302544900462,4.678687769727618]",0
51000.0,0.0,4.5,1.0,"[51000.0,0.0,4.5,1.0]","[0.27799342724618714,0.0,1.6992302544900462,4.678687769727618]",0
51400.0,0.0,4.5,1.0,"[51400.0,0.0,4.5,1.0]","[0.2801737678520396,0.0,1.6992302544900462,4.678687769727618]",0
59200.0,0.0,4.5,1.0,"[59200.0,0.0,4.5,1.0]","[0.32269040966616236,0.0,1.6992302544900462,4.678687769727618]",0
42100.0,0.0,4.5,1.0,"[42100.0,0.0,4.5,1.0]","[0.2294808487659702,0.0,1.6992302544900462,4.678687769727618]",0
59900.0,0.0,4.5,1.0,"[59900.0,0.0,4.5,1.0]","[0.32650600572640415,0.0,1.6992302544900462,4.678687769727618]",0
48357.0,3.0,8.7,1.0,"[48357.0,3.0,8.7,1.0]","[0.2635868266930171,1.6032363542367636,3.285178492014089,4.678687769727618]",1
39400.0,0.0,4.5,1.0,"[39400.0,0.0,4.5,1.0]","[0.21476354967646616,0.0,1.6992302544900462,4.678687769727618]",0
48000.0,0.0,4.5,1.0,"[48000.0,0.0,4.5,1.0]","[0.2616408727022938,0.0,1.6992302544900462,4.678687769727618]",0
70100.0,0.0,4.5,1.0,"[70100.0,0.0,4.5,1.0]","[0.38210469117564155,0.0,1.6992302544900462,4.678687769727618]",0
233306.0,5.0,4.95,1.0,"[233306.0,5.0,4.95,1.0]","[1.2717163634725281,2.672060590394606,1.869153279939051,4.678687769727618]",1
27200.0,0.0,4.5,1.0,"[27200.0,0.0,4.5,1.0]","[0.14826316119796648,0.0,1.6992302544900462,4.678687769727618]",0
33900.0,0.0,4.5,1.0,"[33900.0,0.0,4.5,1.0]","[0.184783866345995,0.0,1.6992302544900462,4.678687769727618]",0
76700.0,0.0,4.5,1.0,"[76700.0,0.0,4.5,1.0]","[0.41808031117220695,0.0,1.6992302544900462,4.678687769727618]",0
53300.0,0.0,4.5,1.0,"[53300.0,0.0,4.5,1.0]","[0.29053038572983875,0.0,1.6992302544900462,4.678687769727618]",0
58200.0,0.0,4.5,1.0,"[58200.0,0.0,4.5,1.0]","[0.3172395581515312,0.0,1.6992302544900462,4.678687769727618]",0
44800.0,0.0,4.5,1.0,"[44800.0,0.0,4.5,1.0]","[0.2441981478554742,0.0,1.6992302544900462,4.678687769727618]",0
245872.0,4.0,4.76,1.0,"[245872.0,4.0,4.76,1.0]","[1.340211763605383,2.1376484723156848,1.7974080025272487,4.678687769727618]",1
39600.0,0.0,4.5,1.0,"[39600.0,0.0,4.5,1.0]","[0.21585371997939237,0.0,1.6992302544900462,4.678687769727618]",0
48100.0,0.0,4.5,1.0,"[48100.0,0.0,4.5,1.0]","[0.2621859578537569,0.0,1.6992302544900462,4.678687769727618]",0
50400.0,0.0,4.5,1.0,"[50400.0,0.0,4.5,1.0]","[0.2747229163374085,0.0,1.6992302544900462,4.678687769727618]",0
215000.0,0.0,0.0,1.0,"[215000.0,0.0,0.0,1.0]","[1.171933075645691,0.0,0.0,4.678687769727618]",0
32600.0,0.0,4.5,1.0,"[32600.0,0.0,4.5,1.0]","[0.17769775937697455,0.0,1.6992302544900462,4.678687769727618]",0
59400.0,0.0,4.5,1.0,"[59400.0,0.0,4.5,1.0]","[0.32378057996908854,0.0,1.6992302544900462,4.678687769727618]",0
60900.0,0.0,4.5,1.0,"[60900.0,0.0,4.5,1.0]","[0.33195685724103524,0.0,1.6992302544900462,4.678687769727618]",0
65400.0,0.0,4.5,1.0,"[65400.0,0.0,4.5,1.0]","[0.3564856890568753,0.0,1.6992302544900462,4.678687769727618]",0
72900.0,0.0,4.5,1.0,"[72900.0,0.0,4.5,1.0]","[0.3973670754166087,0.0,1.6992302544900462,4.678687769727618]",0
73000.0,0.0,4.5,1.0,"[73000.0,0.0,4.5,1.0]","[0.3979121605680718,0.0,1.6992302544900462,4.678687769727618]",0
74900.0,0.0,4.5,1.0,"[74900.0,0.0,4.5,1.0]","[0.40826877844587095,0.0,1.6992302544900462,4.678687769727618]",0
41100.0,0.0,4.5,1.0,"[41100.0,0.0,4.5,1.0]","[0.22402999725133907,0.0,1.6992302544900462,4.678687769727618]",0
41900.0,0.0,4.5,1.0,"[41900.0,0.0,4.5,1.0]","[0.22839067846304395,0.0,1.6992302544900462,4.678687769727618]",0
45800.0,0.0,4.5,1.0,"[45800.0,0.0,4.5,1.0]","[0.24964899937010532,0.0,1.6992302544900462,4.678687769727618]",0
56500.0,0.0,4.5,1.0,"[56500.0,0.0,4.5,1.0]","[0.3079731105766583,0.0,1.6992302544900462,4.678687769727618]",0
41300.0,0.0,4.5,1.0,"[41300.0,0.0,4.5,1.0]","[0.22512016755426528,0.0,1.6992302544900462,4.678687769727618]",0
49900.0,0.0,4.5,1.0,"[49900.0,0.0,4.5,1.0]","[0.2719974905800929,0.0,1.6992302544900462,4.678687769727618]",0
73500.0,0.0,4.5,1.0,"[73500.0,0.0,4.5,1.0]","[0.4006375863253874,0.0,1.6992302544900462,4.678687769727618]",0
34900.0,0.0,4.5,1.0,"[34900.0,0.0,4.5,1.0]","[0.19023471786062612,0.0,1.6992302544900462,4.678687769727618]",0
45300.0,0.0,4.5,1.0,"[45300.0,0.0,4.5,1.0]","[0.24692357361278977,0.0,1.6992302544900462,4.678687769727618]",0
63000.0,0.0,4.5,1.0,"[63000.0,0.0,4.5,1.0]","[0.3434036454217606,0.0,1.6992302544900462,4.678687769727618]",0
68600.0,0.0,4.5,1.0,"[68600.0,0.0,4.5,1.0]","[0.37392841390369486,0.0,1.6992302544900462,4.678687769727618]",0
25100.0,0.0,4.5,1.0,"[25100.0,0.0,4.5,1.0]","[0.13681637301724112,0.0,1.6992302544900462,4.678687769727618]",0
41700.0,0.0,4.5,1.0,"[41700.0,0.0,4.5,1.0]","[0.22730050816011774,0.0,1.6992302544900462,4.678687769727618]",0
52600.0,0.0,4.5,1.0,"[52600.0,0.0,4.5,1.0]","[0.28671478966959696,0.0,1.6992302544900462,4.678687769727618]",0
71800.0,0.0,4.5,1.0,"[71800.0,0.0,4.5,1.0]","[0.3913711387505145,0.0,1.6992302544900462,4.678687769727618]",0
72600.0,0.0,4.5,1.0,"[72600.0,0.0,4.5,1.0]","[0.39573181996221934,0.0,1.6992302544900462,4.678687769727618]",0
28100.0,0.0,4.5,1.0,"[28100.0,0.0,4.5,1.0]","[0.15316892756113448,0.0,1.6992302544900462,4.678687769727618]",0
42900.0,0.0,4.5,1.0,"[42900.0,0.0,4.5,1.0]","[0.23384152997767507,0.0,1.6992302544900462,4.678687769727618]",0
53200.0,0.0,4.5,1.0,"[53200.0,0.0,4.5,1.0]","[0.2899853005783756,0.0,1.6992302544900462,4.678687769727618]",0
32300.0,0.0,4.5,1.0,"[32300.0,0.0,4.5,1.0]","[0.1760625039225852,0.0,1.6992302544900462,4.678687769727618]",0
57200.0,0.0,4.5,1.0,"[57200.0,0.0,4.5,1.0]","[0.3117887066369001,0.0,1.6992302544900462,4.678687769727618]",0
75300.0,0.0,4.5,1.0,"[75300.0,0.0,4.5,1.0]","[0.4104491190517234,0.0,1.6992302544900462,4.678687769727618]",0
