nombre_hotel,plataforma,ciudad,estrellas,fecha_captura,grupo,integrante,precio_noche,puntuacion,tipo_alojamiento,url_origen,zona_geografica,estudiante,hotel_viaje,precio_original,precio_limpio,precio_clp,pais,adultos,noches,tipo_habitacion,segmento_precio
Favorito entre huéspedes,airbnb.cl,Antofagasta,5,2026-06-05 19:22:22.087,G5_Turismo_Hoteleria,matias-gonzalez,452600.0,4.91,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,Antofagasta,5,2026-06-05 19:22:22.308,G5_Turismo_Hoteleria,matias-gonzalez,511401.0,4.85,hotel,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Antofagasta,2,2026-06-05 19:22:22.635,G5_Turismo_Hoteleria,matias-gonzalez,409660.0,2.5,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Antofagasta,5,2026-06-05 19:22:22.845,G5_Turismo_Hoteleria,matias-gonzalez,712220.0,5.0,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Antofagasta,5,2026-06-05 19:22:23.486,G5_Turismo_Hoteleria,matias-gonzalez,592177.0,4.96,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Condo en Antofagasta,airbnb.cl,Antofagasta,5,2026-06-05 19:22:24.892,G5_Turismo_Hoteleria,matias-gonzalez,622544.0,5.0,hotel,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Antofagasta,airbnb.cl,Antofagasta,5,2026-06-05 19:22:25.122,G5_Turismo_Hoteleria,matias-gonzalez,360561.0,4.88,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Antofagasta,2,2026-06-05 19:22:25.338,G5_Turismo_Hoteleria,matias-gonzalez,3618595.0,3.618,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,Antofagasta,2,2026-06-05 19:22:25.611,G5_Turismo_Hoteleria,matias-gonzalez,1798557.0,1.798,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Alojamiento en Antofagasta,airbnb.cl,Antofagasta,5,2026-06-05 19:22:25.817,G5_Turismo_Hoteleria,matias-gonzalez,572321.0,5.0,casa,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Antofagasta,2,2026-06-05 19:22:26.080,G5_Turismo_Hoteleria,matias-gonzalez,846800.0,2.5,casa,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Antofagasta,5,2026-06-05 19:22:26.307,G5_Turismo_Hoteleria,matias-gonzalez,828685.0,5.0,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Antofagasta,5,2026-06-05 19:22:26.528,G5_Turismo_Hoteleria,matias-gonzalez,584001.0,5.0,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Antofagasta,airbnb.cl,Antofagasta,4,2026-06-05 19:22:26.766,G5_Turismo_Hoteleria,matias-gonzalez,508080.0,4.5,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Antofagasta,airbnb.cl,Antofagasta,2,2026-06-05 19:22:26.984,G5_Turismo_Hoteleria,matias-gonzalez,3235361.0,3.235,apartamento,https://www.airbnb.cl/s/Antofagasta/homes?adults=6&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:42.188,G5_Turismo_Hoteleria,matias-gonzalez,312723.0,5.0,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:42.421,G5_Turismo_Hoteleria,matias-gonzalez,302780.0,4.94,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:42.642,G5_Turismo_Hoteleria,matias-gonzalez,257500.0,4.93,hotel,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Copiapó,airbnb.cl,Copiapo,5,2026-06-05 19:22:42.857,G5_Turismo_Hoteleria,matias-gonzalez,303680.0,4.88,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:43.093,G5_Turismo_Hoteleria,matias-gonzalez,367920.0,4.93,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,Copiapo,5,2026-06-05 19:22:43.363,G5_Turismo_Hoteleria,matias-gonzalez,313910.0,5.0,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:43.576,G5_Turismo_Hoteleria,matias-gonzalez,332249.0,4.88,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Copiapó,airbnb.cl,Copiapo,4,2026-06-05 19:22:43.801,G5_Turismo_Hoteleria,matias-gonzalez,292000.0,4.56,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,Copiapo,5,2026-06-05 19:22:44.012,G5_Turismo_Hoteleria,matias-gonzalez,379522.0,4.88,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:44.250,G5_Turismo_Hoteleria,matias-gonzalez,297840.0,4.84,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Copiapó,airbnb.cl,Copiapo,5,2026-06-05 19:22:44.475,G5_Turismo_Hoteleria,matias-gonzalez,430000.0,4.8,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:44.716,G5_Turismo_Hoteleria,matias-gonzalez,325288.0,4.92,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,4,2026-06-05 19:22:44.927,G5_Turismo_Hoteleria,matias-gonzalez,335894.0,4.79,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Copiapó,airbnb.cl,Copiapo,0,2026-06-05 19:22:45.160,G5_Turismo_Hoteleria,matias-gonzalez,369147.0,,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,Copiapo,4,2026-06-05 19:22:45.407,G5_Turismo_Hoteleria,matias-gonzalez,244227.0,4.69,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:45.836,G5_Turismo_Hoteleria,matias-gonzalez,262800.0,4.94,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Copiapo,5,2026-06-05 19:22:46.120,G5_Turismo_Hoteleria,matias-gonzalez,322298.0,4.93,apartamento,https://www.airbnb.cl/s/Copiapo/homes?adults=4&checkin=2026-06-01&checkout=2026-06-02&items_offset=80,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,La Serena,0,2026-06-05 19:22:59.111,G5_Turismo_Hoteleria,matias-gonzalez,238191.0,,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,La Serena,5,2026-06-05 19:22:59.337,G5_Turismo_Hoteleria,matias-gonzalez,388944.0,5.0,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,La Serena,5,2026-06-05 19:22:59.684,G5_Turismo_Hoteleria,matias-gonzalez,264633.0,4.97,hotel,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,La Serena,0,2026-06-05 19:22:59.912,G5_Turismo_Hoteleria,matias-gonzalez,225424.0,,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,La Serena,5,2026-06-05 19:23:00.302,G5_Turismo_Hoteleria,matias-gonzalez,229495.0,4.91,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Coquimbo,airbnb.cl,La Serena,0,2026-06-05 19:23:00.533,G5_Turismo_Hoteleria,matias-gonzalez,376155.0,,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en La Serena,airbnb.cl,La Serena,5,2026-06-05 19:23:02.296,G5_Turismo_Hoteleria,matias-gonzalez,254808.0,5.0,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Habitación en La Serena,airbnb.cl,La Serena,5,2026-06-05 19:23:02.714,G5_Turismo_Hoteleria,matias-gonzalez,81701.0,4.84,hotel,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Favorito entre huéspedes,airbnb.cl,La Serena,5,2026-06-05 19:23:02.932,G5_Turismo_Hoteleria,matias-gonzalez,307269.0,4.86,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,La Serena,5,2026-06-05 19:23:03.158,G5_Turismo_Hoteleria,matias-gonzalez,211291.0,4.93,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,La Serena,5,2026-06-05 19:23:03.446,G5_Turismo_Hoteleria,matias-gonzalez,425873.0,4.93,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,La Serena,5,2026-06-05 19:23:03.687,G5_Turismo_Hoteleria,matias-gonzalez,325698.0,4.96,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en La Serena,airbnb.cl,La Serena,5,2026-06-05 19:23:03.896,G5_Turismo_Hoteleria,matias-gonzalez,353905.0,5.0,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en La Serena,airbnb.cl,La Serena,4,2026-06-05 19:23:04.109,G5_Turismo_Hoteleria,matias-gonzalez,254157.0,4.77,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,La Serena,5,2026-06-05 19:23:04.327,G5_Turismo_Hoteleria,matias-gonzalez,273465.0,4.99,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,La Serena,5,2026-06-05 19:23:04.563,G5_Turismo_Hoteleria,matias-gonzalez,374056.0,4.96,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,La Serena,5,2026-06-05 19:23:04.775,G5_Turismo_Hoteleria,matias-gonzalez,260464.0,4.91,hotel,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,La Serena,5,2026-06-05 19:23:04.995,G5_Turismo_Hoteleria,matias-gonzalez,420306.0,4.83,apartamento,https://www.airbnb.cl/s/La-Serena/homes?adults=1&checkin=2026-06-01&checkout=2026-06-02&items_offset=40,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,Valparaiso,5,2026-06-05 19:23:17.718,G5_Turismo_Hoteleria,matias-gonzalez,321201.0,5.0,hotel,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,5,2026-06-05 19:23:17.964,G5_Turismo_Hoteleria,matias-gonzalez,339509.0,4.86,hotel,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,Valparaiso,5,2026-06-05 19:23:18.355,G5_Turismo_Hoteleria,matias-gonzalez,240678.0,4.96,apartamento,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,Valparaiso,5,2026-06-05 19:23:18.567,G5_Turismo_Hoteleria,matias-gonzalez,420481.0,4.94,apartamento,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,5,2026-06-05 19:23:18.832,G5_Turismo_Hoteleria,matias-gonzalez,344416.0,4.94,apartamento,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,5,2026-06-05 19:23:19.061,G5_Turismo_Hoteleria,matias-gonzalez,310859.0,4.91,casa,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,5,2026-06-05 19:23:19.278,G5_Turismo_Hoteleria,matias-gonzalez,254625.0,4.81,hotel,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,5,2026-06-05 19:23:19.504,G5_Turismo_Hoteleria,matias-gonzalez,367920.0,4.94,apartamento,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,Valparaiso,5,2026-06-05 19:23:19.740,G5_Turismo_Hoteleria,matias-gonzalez,477385.0,4.94,hotel,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,Valparaiso,5,2026-06-05 19:23:19.975,G5_Turismo_Hoteleria,matias-gonzalez,468785.0,4.98,apartamento,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,5,2026-06-05 19:23:20.197,G5_Turismo_Hoteleria,matias-gonzalez,340613.0,4.94,hotel,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Condo en Valparaíso,airbnb.cl,Valparaiso,5,2026-06-05 19:23:20.421,G5_Turismo_Hoteleria,matias-gonzalez,251120.0,4.85,hotel,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,2,2026-06-05 19:23:20.643,G5_Turismo_Hoteleria,matias-gonzalez,543120.0,1.5,casa,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,5,2026-06-05 19:23:20.899,G5_Turismo_Hoteleria,matias-gonzalez,331920.0,4.92,apartamento,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Alojamiento en Valparaíso,airbnb.cl,Valparaiso,2,2026-06-05 19:23:21.137,G5_Turismo_Hoteleria,matias-gonzalez,313336.0,1.5,casa,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Habitación en Valparaíso,airbnb.cl,Valparaiso,5,2026-06-05 19:23:21.361,G5_Turismo_Hoteleria,matias-gonzalez,238150.0,5.0,hotel,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Valparaiso,5,2026-06-05 19:23:21.614,G5_Turismo_Hoteleria,matias-gonzalez,291524.0,4.81,apartamento,https://www.airbnb.cl/s/Valparaiso/homes?adults=4&checkin=2026-06-01&checkout=2026-06-08&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:35.570,G5_Turismo_Hoteleria,matias-gonzalez,409195.0,4.92,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:35.826,G5_Turismo_Hoteleria,matias-gonzalez,447671.0,4.98,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Viña del Mar,airbnb.cl,Vina del Mar,0,2026-06-05 19:23:36.064,G5_Turismo_Hoteleria,matias-gonzalez,429357.0,,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:36.303,G5_Turismo_Hoteleria,matias-gonzalez,845329.0,4.86,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:36.526,G5_Turismo_Hoteleria,matias-gonzalez,502240.0,4.96,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Valparaíso,airbnb.cl,Vina del Mar,2,2026-06-05 19:23:36.744,G5_Turismo_Hoteleria,matias-gonzalez,355000.0,1.5,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:36.992,G5_Turismo_Hoteleria,matias-gonzalez,478881.0,4.81,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apartamento en Concón,airbnb.cl,Vina del Mar,2,2026-06-05 19:23:37.219,G5_Turismo_Hoteleria,matias-gonzalez,1067553.0,1.067,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes preferido,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:37.478,G5_Turismo_Hoteleria,matias-gonzalez,516840.0,4.95,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:37.716,G5_Turismo_Hoteleria,matias-gonzalez,384370.0,4.95,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Superanfitrión,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:37.950,G5_Turismo_Hoteleria,matias-gonzalez,332880.0,4.86,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Favorito entre huéspedes,airbnb.cl,Vina del Mar,5,2026-06-05 19:23:38.238,G5_Turismo_Hoteleria,matias-gonzalez,422000.0,5.0,apartamento,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Alojamiento vacacional en Viña del Mar,airbnb.cl,Vina del Mar,4,2026-06-05 19:23:38.464,G5_Turismo_Hoteleria,matias-gonzalez,609714.0,4.7,hotel,https://www.airbnb.cl/s/Vina-del-Mar/homes?adults=6&checkin=2026-06-01&checkout=2026-06-04&items_offset=20,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
