nombre_hotel,plataforma,ciudad,estrellas,fecha_captura,grupo,integrante,precio_noche,puntuacion,tipo_alojamiento,url_origen,zona_geografica,estudiante,hotel_viaje,precio_original,precio_limpio,precio_clp,pais,adultos,noches,tipo_habitacion,segmento_precio
NH Iquique Pacifico,Booking.com,Iquique,4,2026-04-28 14:43:52.499,G5_Turismo_Hoteleria,camila-rojas,240675.0,8.6,otro,https://www.booking.com/hotel/cl/nh-iquique-pacifico.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Terrado Cavancha,Booking.com,Iquique,0,2026-04-28 14:43:30.191,G5_Turismo_Hoteleria,camila-rojas,150321.0,8.3,hotel,https://www.booking.com/hotel/cl/terrado-cavancha.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Holiday Inn Express - Iquique by IHG,Booking.com,Iquique,4,2026-04-28 14:43:50.851,G5_Turismo_Hoteleria,camila-rojas,165750.0,8.9,otro,https://www.booking.com/hotel/cl/holiday-inn-express-iquique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Terrado Arturo Prat Iquique,Booking.com,Iquique,4,2026-04-28 14:43:32.177,G5_Turismo_Hoteleria,camila-rojas,102675.0,8.6,otro,https://www.booking.com/hotel/cl/terrado-arturo-prat-iquique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Corazón de peninsula,Booking.com,Iquique,0,2026-04-27 01:54:20.648,G5_Turismo_Hoteleria,camila-rojas,108000.0,,otro,https://www.booking.com/hotel/cl/corazon-de-peninsula.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamento céntrico y cómodo,Booking.com,Iquique,0,2026-04-26 02:52:34.594,G5_Turismo_Hoteleria,camila-rojas,90000.0,10.0,otro,https://www.booking.com/hotel/cl/departamento-centrico-y-comodo.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Playa Hotel - Cavancha,Booking.com,Iquique,3,2026-04-28 14:43:38.631,G5_Turismo_Hoteleria,camila-rojas,109520.0,8.8,hotel,https://www.booking.com/hotel/cl/costa-cavancha-suites.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamentos Alpro Cavancha Vista a la Playa,Booking.com,Iquique,0,2026-04-26 02:53:15.797,G5_Turismo_Hoteleria,camila-rojas,71457.0,9.2,otro,https://www.booking.com/hotel/cl/alpro-cavancha-vista-a-la-playa.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Studio 56 Apart Hotel by Terrado Iquique,Booking.com,Iquique,3,2026-04-28 14:44:05.011,G5_Turismo_Hoteleria,camila-rojas,120794.0,8.0,apartamento,https://www.booking.com/hotel/cl/terrado-club-iquique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hilton Garden Inn Iquique,Booking.com,Iquique,3,2026-04-28 14:43:40.415,G5_Turismo_Hoteleria,camila-rojas,239574.0,8.4,otro,https://www.booking.com/hotel/cl/hilton-garden-inn-iquique-chile.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Gran Cavancha Suite,Booking.com,Iquique,0,2026-04-28 14:43:45.452,G5_Turismo_Hoteleria,camila-rojas,142268.0,8.4,otro,https://www.booking.com/hotel/cl/spark.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Terrado Suites Iquique,Booking.com,Iquique,4,2026-04-28 14:43:43.850,G5_Turismo_Hoteleria,camila-rojas,225482.0,8.4,otro,https://www.booking.com/hotel/cl/terrado-suites-iquique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Vistara Suites,Booking.com,Iquique,0,2026-04-28 14:43:57.829,G5_Turismo_Hoteleria,camila-rojas,112741.0,9.2,otro,https://www.booking.com/hotel/cl/hostal-vistara.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Ocean Boulevard,Booking.com,Iquique,0,2026-04-28 14:43:49.142,G5_Turismo_Hoteleria,camila-rojas,180000.0,9.0,otro,https://www.booking.com/hotel/cl/ocean-boulevard-iquique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Terra Iquique,Booking.com,Iquique,3,2026-04-28 14:43:56.057,G5_Turismo_Hoteleria,camila-rojas,123427.0,8.0,hotel,https://www.booking.com/hotel/cl/terra-iquique-iquique1.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
ibis Iquique,Booking.com,Iquique,3,2026-04-28 14:43:54.408,G5_Turismo_Hoteleria,camila-rojas,148302.0,7.9,otro,https://www.booking.com/hotel/cl/ibis-iquique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
NH Iquique Costa,Booking.com,Iquique,4,2026-04-28 14:43:33.876,G5_Turismo_Hoteleria,camila-rojas,153685.0,8.4,otro,https://www.booking.com/hotel/cl/nh-iquique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Cavancha,Booking.com,Iquique,3,2026-04-28 14:43:42.316,G5_Turismo_Hoteleria,camila-rojas,165000.0,7.7,hotel,https://www.booking.com/hotel/cl/cavancha-iquique2.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hermoso departamento en primeria línea,Booking.com,Iquique,0,2026-04-28 14:44:14.848,G5_Turismo_Hoteleria,camila-rojas,139584.0,7.8,otro,https://www.booking.com/hotel/cl/acogedor-y-hermoso-departamento-en-primera-linea-de-playa-brava.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
HOTEL GAVINA EXPRESS IQUIQUE,Booking.com,Iquique,3,2026-04-28 14:44:06.625,G5_Turismo_Hoteleria,camila-rojas,134215.0,8.0,hotel,https://www.booking.com/hotel/cl/gavina-express-iquique-iquique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Boutique Amalfi,Booking.com,Iquique,0,2026-04-28 14:44:24.067,G5_Turismo_Hoteleria,camila-rojas,116430.0,8.9,hotel,https://www.booking.com/hotel/cl/loft-amalfi.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Alem Do Horizonte,Booking.com,Iquique,0,2026-04-28 14:44:20.463,G5_Turismo_Hoteleria,camila-rojas,150321.0,9.2,otro,https://www.booking.com/hotel/cl/hostal-alem-do-horizonte.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hostal Litoral,Booking.com,Iquique,0,2026-04-27 01:56:38.625,G5_Turismo_Hoteleria,camila-rojas,200582.0,9.0,hostal,https://www.booking.com/hotel/cl/hostal-litoral.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Mini Departamentos ALPRO,Booking.com,Iquique,0,2026-04-28 14:44:25.932,G5_Turismo_Hoteleria,camila-rojas,73953.0,8.3,otro,https://www.booking.com/hotel/cl/mini-departamentos-alpro.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Gran Cavancha Hotel & Apartment,Booking.com,Iquique,0,2026-04-28 14:44:18.406,G5_Turismo_Hoteleria,camila-rojas,144952.0,8.4,apartamento,https://www.booking.com/hotel/cl/gran-cavancha.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
2 Torres Calama,Booking.com,Calama,0,2026-04-30 01:42:59.289,G5_Turismo_Hoteleria,camila-rojas,129792.0,9.1,otro,https://www.booking.com/hotel/cl/departamento-alto-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Doña Esperanza,Booking.com,Calama,0,2026-04-30 01:44:07.351,G5_Turismo_Hoteleria,camila-rojas,282441.0,,hotel,https://www.booking.com/hotel/cl/dona-esperanza-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamento Central Ejecutivo- Apart Hotel,Booking.com,Calama,0,2026-04-30 01:43:21.101,G5_Turismo_Hoteleria,camila-rojas,170839.0,8.6,apartamento,https://www.booking.com/hotel/cl/departamento-centrico-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Jallalla,Booking.com,Calama,0,2026-04-30 01:43:54.767,G5_Turismo_Hoteleria,camila-rojas,70304.0,8.3,otro,https://www.booking.com/hotel/cl/jallalla.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Céntrico y vista insuperable,Booking.com,Calama,0,2026-04-28 14:50:58.669,G5_Turismo_Hoteleria,camila-rojas,240936.0,8.8,otro,https://www.booking.com/hotel/cl/fantastica-habitacion-privada-en-centro-de-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hospedaje Oasis Modulares,Booking.com,Calama,0,2026-04-30 01:43:45.028,G5_Turismo_Hoteleria,camila-rojas,67125.0,6.8,otro,https://www.booking.com/hotel/cl/departamento-studio-t2.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
ibis Calama,Booking.com,Calama,3,2026-04-28 13:05:16.474,G5_Turismo_Hoteleria,camila-rojas,100000.0,7.6,otro,https://www.booking.com/hotel/cl/ibis-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Modular Express Calama,Booking.com,Calama,0,2026-04-30 01:43:52.475,G5_Turismo_Hoteleria,camila-rojas,287896.0,8.3,hotel,https://www.booking.com/hotel/cl/modular-express-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Diego de Almagro Alto el Loa Calama,Booking.com,Calama,4,2026-04-28 14:49:56.017,G5_Turismo_Hoteleria,camila-rojas,358802.0,8.0,hotel,https://www.booking.com/hotel/cl/diego-de-almagro-alto-el-loa-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Para negocios,Booking.com,Calama,0,2026-04-30 01:43:50.787,G5_Turismo_Hoteleria,camila-rojas,210000.0,8.9,otro,https://www.booking.com/hotel/cl/para-negocios.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Don Alfredo,Booking.com,Calama,0,2026-04-30 01:43:36.131,G5_Turismo_Hoteleria,camila-rojas,104916.0,8.6,hotel,https://www.booking.com/hotel/cl/don-alfredo.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
ibis budget Calama,Booking.com,Calama,2,2026-04-30 01:43:48.983,G5_Turismo_Hoteleria,camila-rojas,256025.0,7.2,otro,https://www.booking.com/hotel/cl/ibis-budget-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Atankalama,Booking.com,Calama,0,2026-04-28 14:50:56.517,G5_Turismo_Hoteleria,camila-rojas,256217.0,7.3,otro,https://www.booking.com/hotel/cl/atankalama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Apart Hotel París,Booking.com,Calama,0,2026-04-27 02:01:04.962,G5_Turismo_Hoteleria,camila-rojas,114240.0,,apartamento,https://www.booking.com/hotel/cl/apart-paris-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Habitación Express Calama,Booking.com,Calama,0,2026-04-28 14:51:38.309,G5_Turismo_Hoteleria,camila-rojas,81000.0,10.0,otro,https://www.booking.com/hotel/cl/habitaciones-express-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hotel Diego de Almagro Calama Express,Booking.com,Calama,4,2026-04-30 01:43:47.164,G5_Turismo_Hoteleria,camila-rojas,324481.0,7.8,hotel,https://www.booking.com/hotel/cl/diego-de-almagro-calama-express.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Ayelen Express,Booking.com,Calama,0,2026-04-28 14:51:29.217,G5_Turismo_Hoteleria,camila-rojas,173406.0,8.0,otro,https://www.booking.com/hotel/cl/ayelen-express.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Diego De Almagro Calama,Booking.com,Calama,4,2026-04-28 14:51:19.569,G5_Turismo_Hoteleria,camila-rojas,358802.0,7.8,hotel,https://www.booking.com/hotel/cl/diego-de-almagro-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Benval,Booking.com,Calama,0,2026-04-30 01:43:58.307,G5_Turismo_Hoteleria,camila-rojas,75000.0,7.4,otro,https://www.booking.com/hotel/cl/benval-calama1.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hostal America,Booking.com,Calama,0,2026-04-30 01:43:56.680,G5_Turismo_Hoteleria,camila-rojas,159536.0,6.8,hostal,https://www.booking.com/hotel/cl/hostal-america-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
comodidad-seguridad-conectividad,Booking.com,Calama,0,2026-04-28 14:52:09.819,G5_Turismo_Hoteleria,camila-rojas,211410.0,9.5,otro,https://www.booking.com/hotel/cl/comodidad-seguridad-conectividad.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Dpto de 1 habitación Calama Centro,Booking.com,Calama,0,2026-04-28 14:52:13.951,G5_Turismo_Hoteleria,camila-rojas,180000.0,8.7,otro,https://www.booking.com/hotel/cl/dpto-de-1-habitacion-calama-centro.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Céntrico Dpto Calama,Booking.com,Calama,0,2026-04-30 01:44:05.485,G5_Turismo_Hoteleria,camila-rojas,186000.0,7.9,otro,https://www.booking.com/hotel/cl/centrico-dpto-calama.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Aymara,Booking.com,Calama,0,2026-04-30 01:43:59.722,G5_Turismo_Hoteleria,camila-rojas,121680.0,6.9,hotel,https://www.booking.com/hotel/cl/aymara.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Lucy,Booking.com,Calama,0,2026-04-30 01:44:09.776,G5_Turismo_Hoteleria,camila-rojas,94500.0,1.0,otro,https://www.booking.com/hotel/cl/lucy.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Departamento en Antofagasta 1D y 1B Full,Booking.com,Antofagasta,0,2026-04-26 03:04:16.571,G5_Turismo_Hoteleria,camila-rojas,288336.0,7.6,otro,https://www.booking.com/hotel/cl/departamento-en-antofagasta-1d-1d-full.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Wyndham Garden Antofagasta Pettra,Booking.com,Antofagasta,4,2026-04-30 02:07:34.679,G5_Turismo_Hoteleria,camila-rojas,205505.0,8.5,otro,https://www.booking.com/hotel/cl/hvm.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Terrado Suites Antofagasta,Booking.com,Antofagasta,0,2026-04-28 14:54:21.391,G5_Turismo_Hoteleria,camila-rojas,322117.0,8.4,otro,https://www.booking.com/hotel/cl/terrado-suites-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Holiday Inn Express - Antofagasta by IHG,Booking.com,Antofagasta,4,2026-04-30 02:08:22.733,G5_Turismo_Hoteleria,camila-rojas,155300.0,8.9,otro,https://www.booking.com/hotel/cl/holidayantofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
NORTHSUITE - Vista al Mar Centricos Dptos Frente al Mall,Booking.com,Antofagasta,0,2026-04-27 23:56:59.092,G5_Turismo_Hoteleria,camila-rojas,202880.0,9.5,otro,https://www.booking.com/hotel/cl/dpto-central-mall-wifi-y-estacionamiento-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Tempora Apart Hotel,Booking.com,Antofagasta,0,2026-04-30 02:07:14.009,G5_Turismo_Hoteleria,camila-rojas,90000.0,7.8,apartamento,https://www.booking.com/hotel/cl/tempora-apart.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hotel Antofagasta,Booking.com,Antofagasta,4,2026-04-30 02:07:12.319,G5_Turismo_Hoteleria,camila-rojas,239034.0,8.5,hotel,https://www.booking.com/hotel/cl/panamericana-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Dakota,Booking.com,Antofagasta,4,2026-04-27 02:04:00.102,G5_Turismo_Hoteleria,camila-rojas,50000.0,,hotel,https://www.booking.com/hotel/cl/dakota-antofagasta83.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hampton By Hilton Antofagasta,Booking.com,Antofagasta,4,2026-04-30 02:07:16.861,G5_Turismo_Hoteleria,camila-rojas,155535.0,8.2,otro,https://www.booking.com/hotel/cl/hampton-by-hilton-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
ibis Antofagasta,Booking.com,Antofagasta,3,2026-04-30 02:07:26.488,G5_Turismo_Hoteleria,camila-rojas,146775.0,8.1,otro,https://www.booking.com/hotel/cl/ibis-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
HOM I Frente al Mall y al Mar I Equipado y Parking PNM 1113,Booking.com,Antofagasta,0,2026-04-30 02:08:00.496,G5_Turismo_Hoteleria,camila-rojas,144160.0,8.6,otro,https://www.booking.com/hotel/cl/espectacular-departamento-nuevo-de-1-dormitorio-en-mejor-proyecto-de-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
HOTEL ASTORE Matta 2537,Booking.com,Antofagasta,0,2026-04-30 02:07:47.314,G5_Turismo_Hoteleria,camila-rojas,65900.0,7.3,hotel,https://www.booking.com/hotel/cl/astore.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
AH Hotel,Booking.com,Antofagasta,0,2026-04-30 02:07:33.044,G5_Turismo_Hoteleria,camila-rojas,90756.0,8.4,hotel,https://www.booking.com/hotel/cl/aparthotel-don-alonso.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hotel Veas,Booking.com,Antofagasta,0,2026-04-30 02:07:38.589,G5_Turismo_Hoteleria,camila-rojas,82923.0,8.4,hotel,https://www.booking.com/hotel/cl/hostal-quinta-normal.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
RQ Antofagasta,Booking.com,Antofagasta,0,2026-04-30 02:07:36.236,G5_Turismo_Hoteleria,camila-rojas,183873.0,8.4,otro,https://www.booking.com/hotel/cl/rq-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Geotel Antofagasta,Booking.com,Antofagasta,0,2026-04-28 14:54:40.726,G5_Turismo_Hoteleria,camila-rojas,291516.0,8.6,otro,https://www.booking.com/hotel/cl/geotel-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Astore Suites,Booking.com,Antofagasta,0,2026-04-30 02:07:44.829,G5_Turismo_Hoteleria,camila-rojas,120000.0,8.1,hotel,https://www.booking.com/hotel/cl/astore-suites.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Florencia Suites & Apartments,Booking.com,Antofagasta,0,2026-04-28 14:54:47.120,G5_Turismo_Hoteleria,camila-rojas,214500.0,7.8,apartamento,https://www.booking.com/hotel/cl/florencia-suites-amp-apart.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
NH Antofagasta,Booking.com,Antofagasta,4,2026-04-30 02:07:28.865,G5_Turismo_Hoteleria,camila-rojas,206694.0,7.0,otro,https://www.booking.com/hotel/cl/nh-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
"Hermoso Departamento entero, sector norte.",Booking.com,Antofagasta,0,2026-04-26 03:06:14.233,G5_Turismo_Hoteleria,camila-rojas,310096.0,9.5,otro,https://www.booking.com/hotel/cl/hermoso-departamento-entero-sector-norte.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
"OFERTA último minuto. Factura, Wifi, Parking",Booking.com,Antofagasta,0,2026-04-27 23:57:45.970,G5_Turismo_Hoteleria,camila-rojas,333391.0,8.8,otro,https://www.booking.com/hotel/cl/plaza-costanera-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
ibis Styles Antofagasta,Booking.com,Antofagasta,3,2026-04-30 02:07:42.857,G5_Turismo_Hoteleria,camila-rojas,163875.0,8.4,otro,https://www.booking.com/hotel/cl/ibis-styles-antofagasta.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
HOM I Ideal para viajes laborales I Parking I WiFi PNB 2017,Booking.com,Antofagasta,0,2026-04-30 02:07:48.979,G5_Turismo_Hoteleria,camila-rojas,117985.0,9.1,otro,https://www.booking.com/hotel/cl/a-estrenar-lindo-y-amplio-estudio-con-estacionamiento-servicio-hom.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Fragga Hospedaje Boutique,Booking.com,Antofagasta,0,2026-04-30 02:07:56.231,G5_Turismo_Hoteleria,camila-rojas,99000.0,7.9,otro,https://www.booking.com/hotel/cl/fragga-hospedaje-boutique.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Departamento Central Vista al Mar,Booking.com,Antofagasta,0,2026-04-26 03:06:43.795,G5_Turismo_Hoteleria,camila-rojas,275000.0,8.4,otro,https://www.booking.com/hotel/cl/departamento-exponor.es-ar.html,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Premium
ibis Copiapo,Booking.com,Copiapo,3,2026-04-30 02:13:11.968,G5_Turismo_Hoteleria,camila-rojas,155000.0,7.7,otro,https://www.booking.com/hotel/cl/ibis-copaipo.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Atacama Valley 03,Booking.com,Copiapo,0,2026-04-27 02:10:10.578,G5_Turismo_Hoteleria,camila-rojas,564136.0,8.9,otro,https://www.booking.com/hotel/cl/atacama-valley-03.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
ibis budget Copiapo,Booking.com,Copiapo,2,2026-04-30 02:13:09.678,G5_Turismo_Hoteleria,camila-rojas,111150.0,7.8,otro,https://www.booking.com/hotel/cl/ibis-budget-copiapo.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Antay Casino Hotel,Booking.com,Copiapo,5,2026-04-28 14:57:58.063,G5_Turismo_Hoteleria,camila-rojas,348960.0,8.8,hotel,https://www.booking.com/hotel/cl/antay-casino.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Vento,Booking.com,Copiapo,0,2026-04-28 14:58:42.982,G5_Turismo_Hoteleria,camila-rojas,144952.0,8.3,hotel,https://www.booking.com/hotel/cl/vento.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Tikay Suite Hotel,Booking.com,Copiapo,0,2026-04-30 02:14:10.434,G5_Turismo_Hoteleria,camila-rojas,113568.0,8.2,hotel,https://www.booking.com/hotel/cl/tikay-suite.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel El Bramador,Booking.com,Copiapo,0,2026-04-30 02:14:43.687,G5_Turismo_Hoteleria,camila-rojas,162240.0,8.7,hotel,https://www.booking.com/hotel/cl/el-bramador.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Atacama Suites,Booking.com,Copiapo,4,2026-04-30 02:14:22.703,G5_Turismo_Hoteleria,camila-rojas,246966.0,8.8,hotel,https://www.booking.com/hotel/cl/atacama-suites.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Chagall,Booking.com,Copiapo,4,2026-04-30 02:13:13.637,G5_Turismo_Hoteleria,camila-rojas,217258.0,8.7,hotel,https://www.booking.com/hotel/cl/chagall.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Cumbres de Atacama,Booking.com,Copiapo,0,2026-04-30 02:14:13.857,G5_Turismo_Hoteleria,camila-rojas,144214.0,8.9,hotel,https://www.booking.com/hotel/cl/cumbres-de-atacama.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Pulmahue,Booking.com,Copiapo,0,2026-04-30 02:14:53.802,G5_Turismo_Hoteleria,camila-rojas,124763.0,7.9,hotel,https://www.booking.com/hotel/cl/pulmahue.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamentos Innova,Booking.com,Copiapo,0,2026-04-28 14:58:53.721,G5_Turismo_Hoteleria,camila-rojas,189000.0,9.5,otro,https://www.booking.com/hotel/cl/departamentos-innova.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Diego de Almagro Copiapo,Booking.com,Copiapo,4,2026-04-30 02:14:19.203,G5_Turismo_Hoteleria,camila-rojas,227137.0,8.1,hotel,https://www.booking.com/hotel/cl/diego-de-almeida-copiapo.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Glaciares de Atacama,Booking.com,Copiapo,3,2026-04-30 02:14:16.495,G5_Turismo_Hoteleria,camila-rojas,99000.0,7.9,hotel,https://www.booking.com/hotel/cl/glaciares-de-atacama.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hostal Cactus Copiapo,Booking.com,Copiapo,0,2026-04-26 03:10:46.329,G5_Turismo_Hoteleria,camila-rojas,29550.0,6.6,hostal,https://www.booking.com/hotel/cl/hostal-cactus.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
DUNA Apart Hotel,Booking.com,Copiapo,0,2026-04-30 02:14:31.295,G5_Turismo_Hoteleria,camila-rojas,135664.0,9.0,apartamento,https://www.booking.com/hotel/cl/duna-apart-copiapo1.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Altos de Atacama,Booking.com,Copiapo,0,2026-04-30 02:14:27.054,G5_Turismo_Hoteleria,camila-rojas,99147.0,8.6,hotel,https://www.booking.com/hotel/cl/altos-de-atacama.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hostal Sol de Atacama,Booking.com,Copiapo,0,2026-04-28 14:59:20.091,G5_Turismo_Hoteleria,camila-rojas,128847.0,6.6,hostal,https://www.booking.com/hotel/cl/hostal-sol-de-atacama.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Boutique Molzano,Booking.com,Copiapo,0,2026-04-30 02:14:45.693,G5_Turismo_Hoteleria,camila-rojas,122582.0,9.1,hotel,https://www.booking.com/hotel/cl/molzano.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Minga,Booking.com,Copiapo,3,2026-04-30 02:14:38.283,G5_Turismo_Hoteleria,camila-rojas,72000.0,7.9,hotel,https://www.booking.com/hotel/cl/hostal-minga.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
